HumanResponseCosineSimilarity,AlexaResponseCosineSimilarity
0.14433756729740646,0.06622661785325219
0.36084391824351614,0.08838834764831843
0.22613350843332272,0.0
0.1732050807568877,0.23354968324845687
0.0,0.17407765595569785
0.16666666666666666,0.0
0.17213259316477408,0.18257418583505536
0.9013878188659974,0.23076923076923078
0.19446111706564934,0.0
0.31008683647302115,0.2773500981126145
0.11396057645963795,0.14824986333222023
0.16984155512168936,0.3706246583305506
0.25,0.10540925533894598
0.21081851067789195,0.07856742013183861
0.2672612419124244,0.0
0.23570226039551587,0.20412414523193154
0.4472135954999579,0.1111111111111111
0.16666666666666666,0.2773500981126146
0.7660323462854266,0.20801257358446093
0.13608276348795434,0.16666666666666666
0.1259881576697424,0.1259881576697424
0.09245003270420485,0.22645540682891913
0.21821789023599236,0.09245003270420485
0.2834733547569204,0.20412414523193154
0.269069117598525,0.08006407690254357
0.3227486121839514,0.3849001794597505
0.3563483225498992,0.2672612419124244
0.2760262237369417,0.11180339887498948
0.24618298195866545,0.3086066999241838
0.11785113019775793,0.11470786693528087
0.3333333333333333,0.07856742013183861
0.2721655269759087,0.0
0.3042903097250923,0.11952286093343936
0.3818813079129867,0.24174688920761409
0.20573779994945587,0.2182178902359924
0.2760262237369417,0.08451542547285165
0.0,0.0
0.15713484026367722,0.2721655269759087
0.0,0.1767766952966369
0.19364916731037085,0.14002800840280097
0.2849014411490949,0.14824986333222023
0.12909944487358055,0.0
0.14907119849998599,0.1543033499620919
0.2886751345948129,0.23570226039551587
0.10585122480499262,0.06063390625908324
0.0,0.15075567228888181
0.23570226039551587,0.0
0.20225995873897262,0.22360679774997896
0.0944911182523068,0.0
0.0,0.20412414523193154
0.3244428422615251,0.14433756729740646
0.5443310539518174,0.20412414523193154
0.16012815380508713,0.2721655269759087
0.09245003270420485,0.0
0.2970442628930023,0.10206207261596577
0.10259783520851541,0.21081851067789195
0.1543033499620919,0.09128709291752768
0.15811388300841897,0.1414213562373095
0.11785113019775793,0.23570226039551587
0.17677669529663687,0.18257418583505536
0.3396831102433787,0.10206207261596577
0.0,0.6123724356957946
0.0,0.4364357804719848
0.2886751345948129,0.125
0.2809757434745082,0.18257418583505536
0.15713484026367722,0.10206207261596577
0.2311250817605121,0.07106690545187015
0.20203050891044214,0.0
0.12909944487358055,0.0
0.2,0.1529438225803745
0.23570226039551587,0.2182178902359924
0.14907119849998599,0.0
0.1781741612749496,0.0
0.2211629342323457,0.35355339059327373
0.3651483716701107,0.14907119849998599
0.20412414523193154,0.09805806756909202
0.3227486121839514,0.1651445647689541
0.20412414523193154,0.20412414523193154
0.0,0.18257418583505536
0.09534625892455924,0.10540925533894598
0.3563483225498992,0.11785113019775793
0.23652495839563303,0.22237479499833035
0.16984155512168936,0.2699527623995085
0.0,1.0
0.2211629342323457,0.1336306209562122
0.1767766952966369,0.14907119849998599
0.1252448582170299,0.23094010767585027
0.23338001400466832,0.1252448582170299
0.29250896965085227,0.18181818181818182
0.24618298195866545,0.47140452079103173
0.0,0.0
0.34020690871988585,0.19245008972987526
0.2004459314343183,0.12964074471043288
0.0,0.2672612419124244
0.20203050891044214,0.11952286093343936
0.07273929674533079,0.0
0.29649972666444047,0.22237479499833035
0.18257418583505536,0.1543033499620919
0.21081851067789195,0.27975144247209416
0.31622776601683794,0.14907119849998599
0.16666666666666666,0.13608276348795434
0.1563858105428061,0.0944911182523068
0.1556997888323046,0.0
0.25928148942086576,0.07715167498104596
0.11785113019775793,0.3481553119113957
0.24525573579398632,0.1091089451179962
0.11547005383792514,0.1414213562373095
0.0,0.75
0.24743582965269675,0.5241424183609592
0.08362420100070908,0.09245003270420485
0.2182178902359924,0.0
0.0,0.062017367294604234
0.125,0.4082482904638631
0.21320071635561044,0.19069251784911848
0.29814239699997197,0.23904572186687872
0.2341464528954235,0.0
0.0,0.0
0.0,0.29814239699997197
0.2585438449975096,0.10585122480499262
0.20412414523193154,0.29814239699997197
0.305887645160749,0.0
0.21320071635561044,0.08084520834544433
0.0,0.09759000729485333
0.23904572186687872,0.11952286093343936
0.21320071635561044,0.08333333333333333
0.18257418583505539,0.10540925533894598
0.2253744679276044,0.16329931618554522
0.20801257358446093,0.22237479499833035
0.2581988897471611,0.0
0.2886751345948129,0.0
0.42008402520840293,0.7071067811865476
0.3619613829965134,0.15339299776947407
0.07412493166611012,0.10482848367219183
0.21081851067789195,0.12909944487358055
0.1404878717372541,0.06622661785325219
0.0,0.24253562503633297
